Customer_ID,Age,Gender,Income,Marital_Status,Education,Occupation,Location,Annual_Spending,Purchase_Frequency,Average_Order_Value,Product_Category_Preference,Last_Purchase_Days,Online_Purchases,Store_Purchases,Customer_Value_Score,Purchase_Intensity,Recency_Score,Engagement_Score,RFM_Recency,RFM_Frequency,RFM_Monetary,RFM_Score,RFM_Segment,Cluster,Assigned_Segment
CUST-00032,37,Male,124125.9,Married,Master,Student,Urban,8083.07,24,316.78,Beauty,65,19,5,75.68083333333333,336.7945833333333,51.675000000000004,55.186666666666675,3,3,5,11,Loyal,1,Occasional Buyers
CUST-00033,46,Female,57114.83,Single,High School,Service,Urban,4614.81,16,254.38,Fashion,48,8,8,51.947500000000005,288.425625,62.43333333333333,45.56625,4,2,3,9,Developing,1,Occasional Buyers
CUST-00034,35,Female,74352.32,Single,Master,Manager,Urban,5048.13,9,597.04,Groceries,213,4,5,54.02083333333333,560.9033333333333,10.549999999999999,14.449583333333333,1,1,3,5,Low Value,2,Budget Shoppers
CUST-00035,42,Male,124294.74,Single,Bachelor,Retired,Urban,5346.93,15,368.52,Home,16,9,4,59.54833333333334,356.46200000000005,90.225,52.44708333333333,5,2,4,11,Loyal,1,Occasional Buyers
CUST-00036,29,Male,57385.9,Married,High School,Professional,Suburban,2353.96,15,159.04,Groceries,118,6,8,32.42333333333334,156.93066666666667,29.65,31.800833333333333,2,2,2,6,Low Value,2,Budget Shoppers
CUST-00037,62,Male,82145.49,Married,High School,Professional,Urban,8738.44,49,147.37,Fashion,39,28,19,78.53416666666666,178.33551020408163,70.275,87.95,4,5,5,14,Champions,3,Premium Loyalists
CUST-00038,30,Female,61440.36,Widowed,High School,Retired,Suburban,5772.36,14,399.81,Groceries,78,6,9,61.425,412.31142857142856,45.15833333333333,36.50708333333333,3,2,4,9,Developing,1,Occasional Buyers
CUST-00039,38,Female,103908.04,Married,Master,Technician,Suburban,4797.63,22,171.4,Fashion,1,7,16,51.451666666666675,218.07409090909093,98.08333333333333,68.3575,5,3,3,11,Loyal,1,Occasional Buyers
CUST-00040,36,Male,33346.03,Single,Bachelor,Retired,Suburban,1259.5,18,72.95,Fashion,105,8,8,18.7725,69.97222222222223,34.1,37.85458333333334,2,3,1,6,Low Value,2,Budget Shoppers
CUST-00041,53,Female,74600.36,Single,Bachelor,Technician,Urban,5568.52,29,218.44,Home,36,17,10,65.57,192.01793103448279,73.25833333333334,70.16875,4,4,4,12,Loyal,1,Occasional Buyers
CUST-00042,68,Female,40911.07,Married,Master,Manager,Rural,640.52,13,52.96,Home,365,3,9,10.6225,49.27076923076923,0.6916666666666667,17.979166666666668,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00043,51,Female,60791.35,Divorced,High School,Technician,Urban,1026.74,3,372.14,Home,139,1,1,22.258333333333336,342.24666666666667,22.591666666666665,9.900416666666665,2,1,1,4,Low Value,2,Budget Shoppers
CUST-00044,20,Male,84935.69,Married,Bachelor,Service,Urban,4587.98,37,120.23,Groceries,126,13,23,56.20916666666667,123.99945945945944,26.69166666666667,65.00666666666667,2,5,3,10,Loyal,1,Occasional Buyers
CUST-00045,31,Female,58194.38,Married,PhD,Retired,Rural,1885.85,5,365.9,Groceries,143,1,3,30.886666666666667,377.16999999999996,21.7,11.805833333333334,2,1,2,5,Low Value,2,Budget Shoppers
CUST-00046,35,Male,90567.13,Married,High School,Service,Urban,1200.26,14,84.75,Fashion,241,4,12,15.599999999999998,85.73285714285714,8.125,24.117083333333333,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00047,23,Female,100358.5,Married,High School,Manager,Suburban,4285.22,17,258.03,Fashion,64,11,8,50.847500000000004,252.07176470588237,52.35833333333333,44.6675,3,2,3,8,Developing,1,Occasional Buyers
CUST-00048,42,Female,81017.73,Married,Master,Technician,Urban,6087.01,23,265.71,Fashion,151,15,7,66.3675,264.6526086956522,19.875,41.64416666666666,1,3,4,8,Developing,1,Occasional Buyers
CUST-00049,28,Female,74778.77,Married,Bachelor,Retired,Urban,1885.89,9,212.79,Beauty,132,3,6,27.33083333333333,209.54333333333335,24.575,19.358333333333334,2,1,2,5,Low Value,2,Budget Shoppers
CUST-00050,29,Female,155181.88,Married,High School,Service,Suburban,9821.49,61,189.16,Home,42,29,34,85.02583333333334,161.00803278688525,67.61666666666667,88.58208333333334,4,5,5,14,Champions,3,Premium Loyalists
CUST-00051,18,Male,68202.21,Married,Bachelor,Retired,Suburban,4302.86,22,180.05,Sports,58,14,9,48.98166666666666,195.58454545454543,55.875,53.584583333333335,3,3,3,9,Developing,1,Occasional Buyers
CUST-00052,52,Male,122406.47,Married,Bachelor,Professional,Suburban,7091.67,37,199.86,Electronics,1,16,23,75.3175,191.66675675675677,98.08333333333333,90.87541666666668,5,5,4,14,Champions,3,Premium Loyalists
CUST-00053,75,Female,77921.28,Married,Bachelor,Technician,Suburban,1414.15,10,131.92,Groceries,254,2,10,16.798333333333332,141.41500000000002,7.216666666666667,16.299166666666668,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00054,18,Female,29232.8,Single,Master,Technician,Urban,1326.07,15,90.73,Sports,176,7,8,17.77,88.40466666666666,15.15,27.264166666666668,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00055,52,Female,88692.51,Married,Bachelor,Technician,Urban,120.0,5,23.12,Groceries,348,2,3,2.4516666666666667,24.0,1.9666666666666666,5.3125,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00056,29,Male,75647.44,Married,Master,Student,Urban,1775.58,11,153.02,Fashion,241,3,8,22.870833333333334,161.41636363636363,8.125,17.348333333333336,1,2,2,5,Low Value,2,Budget Shoppers
CUST-00057,33,Male,75730.64,Married,Master,Manager,Urban,3810.78,24,170.75,Sports,63,10,13,47.2025,158.7825,52.983333333333334,55.066250000000004,3,3,3,9,Developing,1,Occasional Buyers
CUST-00058,36,Male,57040.8,Married,High School,Service,Urban,1242.85,11,96.14,Groceries,79,6,7,13.897499999999999,112.98636363636363,44.78333333333334,31.333750000000006,3,2,1,6,Low Value,2,Budget Shoppers
CUST-00059,24,Male,86910.0,Married,High School,Service,Suburban,10577.18,20,500.5,Home,31,10,8,80.12,528.859,78.39166666666667,56.714166666666664,4,3,5,12,Loyal,1,Occasional Buyers
CUST-00060,45,Male,186547.12,Divorced,Bachelor,Student,Urban,11229.91,48,216.81,Beauty,17,20,30,88.70916666666666,233.95645833333333,89.575,94.76583333333333,5,5,5,15,Champions,3,Premium Loyalists
CUST-00061,36,Female,45674.79,Married,Bachelor,Student,Urban,2367.89,6,387.75,Beauty,114,3,1,36.55666666666667,394.6483333333333,30.833333333333336,16.026249999999997,2,1,2,5,Low Value,2,Budget Shoppers
CUST-00062,42,Female,79467.55,Single,Bachelor,Retired,Suburban,4561.13,31,136.71,Groceries,67,12,20,53.727500000000006,147.1332258064516,50.44166666666666,66.45416666666665,3,4,3,10,Loyal,1,Occasional Buyers
CUST-00063,35,Female,39991.37,Divorced,Master,Student,Urban,1552.59,9,179.53,Groceries,98,3,5,21.199166666666663,172.51,36.78333333333333,23.104583333333334,2,1,1,4,Low Value,2,Budget Shoppers
CUST-00064,56,Female,73607.3,Married,High School,Professional,Rural,1131.53,4,247.45,Home,191,1,5,19.325833333333332,282.8825,12.983333333333333,8.657083333333334,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00065,26,Male,32955.6,Married,Bachelor,Technician,Suburban,1189.0,15,92.34,Groceries,95,5,11,16.71,79.26666666666667,37.93333333333334,35.809999999999995,2,2,1,5,Low Value,2,Budget Shoppers
CUST-00066,24,Male,39822.74,Widowed,Bachelor,Professional,Suburban,1628.05,17,94.47,Fashion,67,6,10,22.30916666666667,95.76764705882353,50.44166666666666,42.471666666666664,3,2,1,6,Low Value,2,Budget Shoppers
CUST-00067,29,Female,38226.46,Single,High School,Entrepreneur,Urban,2256.26,21,114.92,Beauty,34,5,16,32.705,107.4409523809524,75.2,58.17249999999999,4,3,2,9,Developing,1,Occasional Buyers
CUST-00068,56,Male,73531.44,Single,Bachelor,Retired,Suburban,5126.77,15,367.36,Groceries,51,6,8,58.17166666666667,341.7846666666667,60.21666666666666,42.49916666666667,4,2,4,10,Loyal,1,Occasional Buyers
CUST-00069,59,Female,95248.21,Single,Bachelor,Retired,Urban,13053.95,28,466.16,Electronics,18,12,17,88.54083333333334,466.21250000000003,89.00833333333334,75.60333333333334,5,4,5,14,Champions,3,Premium Loyalists
CUST-00070,25,Female,57366.58,Single,High School,Manager,Urban,4074.91,25,125.6,Fashion,71,16,11,45.69083333333334,162.9964,48.40833333333333,56.915000000000006,3,3,3,9,Developing,1,Occasional Buyers
CUST-00071,48,Female,74155.43,Married,Master,Entrepreneur,Suburban,6797.56,11,686.05,Sports,69,5,8,64.56416666666667,617.96,49.35,32.93208333333334,3,2,4,9,Developing,1,Occasional Buyers
CUST-00072,24,Female,53367.15,Married,Master,Manager,Urban,6367.87,18,416.61,Sports,97,9,11,67.73083333333334,353.7705555555556,37.15833333333333,40.913333333333334,2,3,4,9,Developing,1,Occasional Buyers
CUST-00073,27,Male,72436.63,Married,Bachelor,Manager,Suburban,7099.74,30,250.54,Electronics,31,20,11,74.89166666666667,236.658,78.39166666666667,74.81208333333333,4,4,4,12,Loyal,1,Occasional Buyers
CUST-00074,32,Male,66613.99,Married,Master,Service,Suburban,6846.68,23,360.85,Groceries,11,12,12,72.39916666666669,297.6817391304348,92.91666666666667,68.32375,5,3,4,12,Loyal,1,Occasional Buyers
CUST-00075,34,Female,132155.74,Married,Bachelor,Student,Rural,6784.09,52,148.54,Home,27,17,33,73.5325,130.46326923076924,82.25833333333334,92.8725,5,5,4,14,Champions,3,Premium Loyalists
CUST-00076,29,Male,91399.36,Married,Bachelor,Retired,Rural,4149.52,26,145.74,Fashion,76,17,8,48.41333333333333,159.5969230769231,46.125,56.26541666666667,3,4,3,10,Loyal,1,Occasional Buyers
CUST-00077,47,Female,75782.75,Married,Bachelor,Technician,Suburban,5333.9,28,180.15,Fashion,123,11,15,60.32083333333333,190.49642857142857,27.766666666666666,52.698750000000004,2,4,4,10,Loyal,1,Occasional Buyers
CUST-00078,33,Male,43530.25,Divorced,Master,Student,Suburban,1548.9,12,131.15,Fashion,84,4,8,19.675,129.07500000000002,42.46666666666667,31.26916666666667,3,2,1,6,Low Value,2,Budget Shoppers
CUST-00079,18,Female,18000.0,Single,Bachelor,Service,Urban,1640.46,6,265.65,Sports,129,3,5,26.16583333333333,273.41,25.59166666666667,15.925,2,1,1,4,Low Value,2,Budget Shoppers
CUST-00080,46,Male,99257.83,Widowed,PhD,Service,Urban,746.73,9,82.38,Groceries,215,3,8,8.409166666666668,82.97,10.283333333333333,15.486250000000002,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00081,47,Female,42789.66,Married,High School,Professional,Suburban,1059.79,10,106.12,Fashion,62,5,5,12.171666666666667,105.979,53.675,31.417916666666663,3,1,1,5,Low Value,2,Budget Shoppers
CUST-00082,32,Female,86661.13,Married,Bachelor,Technician,Urban,3897.15,25,128.9,Sports,122,12,15,44.965833333333336,155.886,28.158333333333335,49.8275,2,3,3,8,Developing,1,Occasional Buyers
CUST-00083,37,Female,51785.13,Single,Bachelor,Entrepreneur,Urban,1300.73,7,147.78,Groceries,224,2,4,14.700000000000003,185.81857142857143,9.441666666666666,10.42875,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00084,51,Female,103464.72,Married,Master,Entrepreneur,Urban,8676.14,25,386.25,Home,26,9,15,79.46583333333334,347.0456,83.22500000000001,67.50416666666668,5,3,5,13,Champions,3,Premium Loyalists
CUST-00085,31,Male,175720.13,Married,Bachelor,Retired,Urban,7887.14,42,168.94,Beauty,43,15,29,77.01416666666667,187.78904761904764,66.78333333333333,84.10041666666666,4,5,5,14,Champions,3,Premium Loyalists
CUST-00086,63,Female,86110.92,Single,High School,Service,Urban,7646.54,35,207.54,Home,21,11,23,76.67916666666666,218.47257142857143,87.28333333333333,83.98791666666666,5,5,5,15,Champions,3,Premium Loyalists
CUST-00087,36,Male,33677.81,Married,Bachelor,Manager,Urban,1139.0,3,389.02,Books,118,1,2,23.385,379.6666666666667,29.65,12.620833333333332,2,1,1,4,Low Value,2,Budget Shoppers
CUST-00088,33,Male,76362.63,Divorced,Bachelor,Technician,Urban,3603.16,9,373.4,Sports,90,4,7,44.32583333333333,400.3511111111111,39.93333333333333,25.863749999999996,3,1,3,7,Developing,2,Budget Shoppers
CUST-00089,59,Male,190525.61,Single,High School,Entrepreneur,Suburban,11592.56,44,256.98,Fashion,27,18,24,90.875,263.4672727272727,82.25833333333334,89.94458333333334,5,5,5,15,Champions,3,Premium Loyalists
CUST-00090,35,Male,60493.44,Married,Bachelor,Manager,Suburban,2095.19,20,89.15,Beauty,249,10,8,28.85916666666667,104.7595,7.5249999999999995,31.910833333333333,1,3,2,6,Low Value,2,Budget Shoppers
CUST-00091,23,Male,151813.73,Married,Bachelor,Manager,Suburban,10670.79,55,157.16,Electronics,60,22,31,83.52333333333333,194.01436363636364,54.766666666666666,83.72666666666666,3,5,5,13,Champions,3,Premium Loyalists
CUST-00092,25,Male,28443.59,Married,Bachelor,Professional,Urban,1556.92,14,107.51,Groceries,119,6,10,19.973333333333336,111.20857142857143,29.225,31.50208333333333,2,2,1,5,Low Value,2,Budget Shoppers
CUST-00093,19,Female,61969.05,Single,Bachelor,Professional,Urban,3736.98,22,154.35,Groceries,105,7,14,43.77166666666667,169.86272727272728,34.1,44.89000000000001,2,3,3,8,Developing,1,Occasional Buyers
CUST-00094,31,Male,80733.87,Married,Bachelor,Professional,Urban,3806.11,34,118.5,Home,37,17,18,50.08333333333332,111.94441176470589,72.26666666666667,78.25833333333334,4,4,3,11,Loyal,1,Occasional Buyers
CUST-00095,36,Male,104848.2,Married,Bachelor,Retired,Suburban,6149.07,25,238.22,Groceries,96,12,12,66.83250000000001,245.9628,37.541666666666664,51.515,2,3,4,9,Developing,1,Occasional Buyers
CUST-00096,23,Male,56177.78,Single,Bachelor,Retired,Urban,1059.59,13,92.76,Groceries,1,8,7,14.115833333333333,81.50692307692307,98.08333333333333,53.74458333333334,5,2,1,8,Developing,1,Occasional Buyers
CUST-00097,46,Male,87343.27,Married,Bachelor,Retired,Urban,6713.06,27,307.25,Home,114,8,20,73.68666666666667,248.63185185185188,30.833333333333336,53.6725,2,4,4,10,Loyal,1,Occasional Buyers
CUST-00098,48,Female,127404.28,Married,Bachelor,Retired,Urban,12973.81,41,351.97,Fashion,1,18,25,94.16833333333334,316.43439024390244,98.08333333333333,94.28,5,5,5,15,Champions,3,Premium Loyalists
CUST-00099,53,Male,66639.33,Married,Bachelor,Professional,Urban,10796.57,34,282.78,Beauty,34,19,14,87.00833333333333,317.54617647058825,75.2,78.46666666666667,4,4,5,13,Champions,3,Premium Loyalists
CUST-00100,24,Female,108432.77,Single,Bachelor,Manager,Urban,6136.78,22,222.55,Books,50,16,6,63.245,278.94454545454545,60.875,54.797916666666666,4,3,4,11,Loyal,1,Occasional Buyers
CUST-00101,31,Male,117261.52,Married,High School,Technician,Suburban,4205.82,35,135.04,Books,35,27,6,54.03083333333333,120.1662857142857,74.21666666666667,78.99625,4,5,3,12,Loyal,1,Occasional Buyers
CUST-00102,41,Female,45232.99,Divorced,Bachelor,Manager,Suburban,928.8,12,79.21,Fashion,55,4,6,11.836666666666668,77.39999999999999,57.550000000000004,35.406666666666666,3,2,1,6,Low Value,2,Budget Shoppers
CUST-00103,35,Female,87295.46,Single,Bachelor,Entrepreneur,Suburban,4130.16,18,208.23,Home,49,9,7,47.5175,229.45333333333332,61.6,47.47958333333333,4,3,3,10,Loyal,1,Occasional Buyers
CUST-00104,25,Female,162464.79,Divorced,Master,Student,Rural,6831.52,19,395.91,Fashion,24,17,1,69.88416666666667,359.55368421052634,84.75,57.78458333333334,5,3,4,12,Loyal,1,Occasional Buyers
CUST-00105,53,Male,52666.67,Married,Bachelor,Entrepreneur,Urban,1727.95,11,159.63,Fashion,365,4,7,23.002500000000005,157.08636363636364,0.6916666666666667,14.74666666666667,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00106,43,Female,69091.22,Single,High School,Professional,Urban,1314.92,10,141.95,Home,260,1,11,16.676666666666666,131.49200000000002,6.616666666666666,16.089166666666667,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00107,52,Female,102948.8,Married,Master,Retired,Suburban,5133.27,23,239.77,Home,77,11,11,59.75749999999999,223.18565217391307,45.58333333333333,50.64208333333333,3,3,4,10,Loyal,1,Occasional Buyers
CUST-00108,43,Male,61686.39,Married,Bachelor,Retired,Urban,3912.92,20,170.48,Fashion,119,8,10,44.55083333333334,195.64600000000002,29.225,39.505833333333335,2,3,3,8,Developing,2,Budget Shoppers
CUST-00109,50,Male,160402.09,Married,High School,Professional,Urban,11125.68,42,267.24,Home,17,15,27,90.39583333333333,264.89714285714285,89.575,91.66916666666667,5,5,5,15,Champions,3,Premium Loyalists
CUST-00110,30,Female,80859.16,Widowed,Master,Technician,Urban,4771.2,19,203.99,Beauty,32,15,3,51.86416666666667,251.1157894736842,77.40833333333333,55.21499999999999,4,3,3,10,Loyal,1,Occasional Buyers
CUST-00111,42,Male,74707.61,Married,High School,Manager,Suburban,3655.46,24,129.23,Groceries,98,9,15,43.05416666666667,152.31083333333333,36.78333333333333,49.97458333333334,2,3,3,8,Developing,1,Occasional Buyers
CUST-00112,48,Female,107998.96,Married,Master,Student,Rural,4649.64,36,124.67,Fashion,123,14,23,56.527499999999996,129.15666666666667,27.766666666666666,65.00708333333334,2,5,3,10,Loyal,1,Occasional Buyers
CUST-00113,40,Female,94316.25,Single,Bachelor,Professional,Urban,3998.42,17,221.82,Home,30,8,11,47.082499999999996,235.20117647058825,79.46666666666667,54.15541666666665,4,2,3,9,Developing,1,Occasional Buyers
CUST-00114,31,Female,57197.26,Married,Bachelor,Student,Urban,2635.38,10,281.09,Groceries,141,3,9,38.495000000000005,263.538,22.1,21.508333333333336,2,1,2,5,Low Value,2,Budget Shoppers
CUST-00115,47,Female,155164.65,Married,High School,Retired,Rural,6285.85,42,131.4,Fashion,16,28,13,68.6725,149.66309523809525,90.225,91.65,5,5,4,14,Champions,3,Premium Loyalists
CUST-00116,29,Female,55644.87,Married,Bachelor,Student,Urban,7015.98,27,307.87,Beauty,28,24,5,74.96666666666667,259.8511111111111,81.27499999999999,71.79041666666666,5,4,4,13,Champions,1,Occasional Buyers
CUST-00117,51,Female,57276.67,Single,High School,Service,Urban,1128.45,7,162.59,Home,259,1,4,14.71,161.20714285714286,6.7250000000000005,9.077916666666667,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00118,39,Female,56121.52,Married,High School,Entrepreneur,Urban,700.72,13,54.02,Groceries,260,3,12,10.8475,53.901538461538465,6.616666666666666,21.73125,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00119,18,Male,57695.94,Married,Bachelor,Professional,Suburban,6356.71,29,253.89,Home,136,16,12,71.78166666666668,219.19689655172414,23.508333333333333,53.23125000000001,2,4,4,10,Loyal,1,Occasional Buyers
CUST-00120,48,Female,41118.5,Married,Master,Service,Urban,2768.43,21,115.65,Fashion,91,6,16,35.949999999999996,131.82999999999998,39.5,46.214166666666664,2,3,2,7,Developing,2,Budget Shoppers
CUST-00121,18,Female,58441.19,Single,Master,Service,Urban,1673.09,15,119.85,Groceries,193,6,8,22.831666666666667,111.53933333333333,12.758333333333333,25.888750000000005,1,2,1,4,Low Value,2,Budget Shoppers
CUST-00122,18,Male,51057.82,Married,Bachelor,Retired,Suburban,1533.58,10,144.85,Groceries,185,4,7,18.785,153.358,13.633333333333333,17.974999999999998,1,1,1,3,Low Value,2,Budget Shoppers
CUST-00123,48,Female,153186.91,Single,Master,Professional,Urban,6463.47,30,210.15,Fashion,13,10,18,69.92666666666668,215.449,91.925,78.24208333333334,5,4,4,13,Champions,3,Premium Loyalists
CUST-00124,31,Non-binary,97630.32,Divorced,High School,Service,Urban,4406.05,28,161.2,Fashion,10,13,16,52.84583333333334,157.35892857142858,93.375,77.13166666666666,5,4,3,12,Loyal,1,Occasional Buyers
CUST-00125,42,Female,152172.47,Married,Master,Retired,Suburban,11496.71,31,371.65,Electronics,31,19,13,88.3775,370.86161290322576,78.39166666666667,76.23666666666666,4,4,5,13,Champions,3,Premium Loyalists
CUST-00126,18,Non-binary,45891.05,Married,Bachelor,Student,Rural,2426.36,8,286.16,Sports,168,2,8,35.73083333333334,303.295,16.591666666666665,15.967499999999998,1,1,2,4,Low Value,2,Budget Shoppers
CUST-00127,38,Female,75313.8,Married,Bachelor,Entrepreneur,Suburban,5259.03,25,215.58,Fashion,8,13,11,60.545833333333334,210.3612,94.18333333333334,71.33958333333334,5,3,4,12,Loyal,1,Occasional Buyers
